,cue,association,explanation,relation,WorkerId
2167,payment,money,money is an accepted form of payment in most places.,Has-Prerequisite,8
2168,payment,money,money is an accepted form of payment in most places.,Function,3
2169,payment,money,i want to receive money as my payment.,Function,3
2170,payment,money,in order to make a payment you need money,Has-Prerequisite,5
2171,payment,money,payments can be made using money.,Function,5
2172,payment,money,in order to make a payment you need money,Has-Prerequisite,7
2173,payment,money,payments can be made using money.,Has-Prerequisite,7
2174,payment,money,in order to make a payment you need money,Has-Prerequisite,3
2175,payment,money,i want to receive money as my payment.,Thematic,7
2176,payment,money,i want to receive money as my payment.,Function,5
2177,payment,money,"if someone makes a payment, they need to use some form of money to do so.",Function,3
2178,pensive,elderly,an elderly person can appear pensive when they are deep in thought.,HasProperty,10
2179,pensive,elderly,an elderly person can appear pensive when they are deep in thought.,Thematic,9
2180,pensive,elderly,an elderly person can appear pensive when they are deep in thought.,HasProperty,6
2181,pensive,elderly,an elderly person can appear pensive when they are deep in thought.,Action,8
2182,pensive,elderly,an elderly person can appear pensive when they are deep in thought.,Emotion-Evaluation,2
2183,pensive,elderly,an elderly person can appear pensive when they are deep in thought.,HasProperty,5
2184,permission,allow,"if i give my child permission to spend the night at a friends, i am allowing them to sleep there.",Synonym,5
2185,permission,allow,"if i give my child permission to spend the night at a friends, i am allowing them to sleep there.",Synonym,8
2186,permission,allow,"if i give my child permission to spend the night at a friends, i am allowing them to sleep there.",Synonym,6
2187,permission,allow,"if i give my child permission to spend the night at a friends, i am allowing them to sleep there.",Has-Prerequisite,2
2188,permission,grant,the employees are granted permission to enter the office building before 9 pm.,Action,5
2189,permission,grant,the employees are granted permission to enter the office building before 9 pm.,Common-Phrase,8
2190,permission,grant,the employees are granted permission to enter the office building before 9 pm.,Action,4
2191,permission,grant,the employees are granted permission to enter the office building before 9 pm.,Has-Prerequisite,2
2192,permission,school,"to go on the school field trip, a student needs a permission slip signed by their parent.",Has-Prerequisite,4
2193,permission,school,"to go on the school field trip, a student needs a permission slip signed by their parent.",Thematic,7
2194,permission,school,"to go on the school field trip, a student needs a permission slip signed by their parent.",Has-Prerequisite,2
2195,permission,songs,"when using a famous song for their own project, people must get permission from the song's owner.",Has-Prerequisite,5
2196,permission,songs,"when using a famous song for their own project, people must get permission from the song's owner.",Has-Prerequisite,7
2197,permission,songs,"when using a famous song for their own project, people must get permission from the song's owner.",Action,6
2198,permission,songs,"when using a famous song for their own project, people must get permission from the song's owner.",Thematic,3
2199,permission,warrant,the search warrant grants permission to the police to search the suspect's home.,Result-In,10
2200,permission,warrant,the search warrant grants permission to the police to search the suspect's home.,Function,9
2201,permission,warrant,the search warrant grants permission to the police to search the suspect's home.,Result-In,3
2202,permission,warrant,the search warrant grants permission to the police to search the suspect's home.,Result-In,6
2203,permission,warrant,the search warrant grants permission to the police to search the suspect's home.,Action,5
2204,permission,warrant,the search warrant grants permission to the police to search the suspect's home.,Has-Prerequisite,7
2205,pharmacy,drugs,the pharmacy didn't really hand out drugs.,Location,3
2206,pharmacy,drugs,there are many drugs in a pharmacy.,Location,8
2207,pharmacy,drugs,the pharmacy didn't really hand out drugs.,Location,7
2208,pharmacy,drugs,you can buy drugs at a pharmacy,PartOf,5
2209,pharmacy,drugs,the pharmacy didn't really hand out drugs.,Location,6
2210,pharmacy,drugs,there are many drugs in a pharmacy.,Location,3
2211,pharmacy,drugs,there are many drugs in a pharmacy.,Location,6
2212,pharmacy,drugs,you can buy drugs at a pharmacy,Location,4
2213,pharmacy,drugs,you can buy drugs at a pharmacy,Location,3
2214,pharmacy,drugs,you can buy drugs at a pharmacy,Location,7
2215,piece,whole,many pieces make up a whole.,Material-MadeOf,5
2216,piece,whole,many pieces make up a whole.,PartOf,4
2217,piece,whole,many pieces make up a whole.,PartOf,2
2218,piece,whole,many pieces make up a whole.,PartOf,7
2219,pitch,tone,having good pitch and tone may make you a good singer.,Common-Phrase,10
2220,pitch,tone,having good pitch and tone may make you a good singer.,Members-of-the-same-Category,9
2221,pitch,tone,having good pitch and tone may make you a good singer.,Common-Phrase,6
2222,pitch,tone,having good pitch and tone may make you a good singer.,Result-In,7
2223,pitch,tone,having good pitch and tone may make you a good singer.,Synonym,2
2224,pitch,tone,having good pitch and tone may make you a good singer.,Thematic,5
2225,plague,death,plagues usually result in many deaths.,Result-In,4
2226,plague,death,plagues usually result in many deaths.,Result-In,5
2227,plague,death,plagues usually result in many deaths.,Result-In,3
2228,planet,pluto,scientist have decided pluto is only a dwarf planet.,Location,5
2229,planet,pluto,scientist have decided pluto is only a dwarf planet.,Category-Exemplar-Pairs,7
2230,planet,pluto,scientist have decided pluto is only a dwarf planet.,Category-Exemplar-Pairs,4
2231,planet,pluto,scientist have decided pluto is only a dwarf planet.,Category-Exemplar-Pairs,2
2232,platypus,eggs,a platypus is a mammal that lays eggs.,Action,10
2233,platypus,eggs,a platypus is a mammal that lays eggs.,Action,9
2234,platypus,eggs,a platypus is a mammal that lays eggs.,HasProperty,6
2235,platypus,eggs,a platypus is a mammal that lays eggs.,Function,5
2236,platypus,eggs,a platypus is a mammal that lays eggs.,Action,3
2237,plea,beg,he is prepared to plea his case to his wife and he is not to proud to beg.,Thematic,10
2238,plea,beg,he is prepared to plea his case to his wife and he is not to proud to beg.,Members-of-the-same-Category,9
2239,plea,beg,if you are making a plea you are begging,Synonym,4
2240,plea,beg,if you are making a plea you are begging,Category-Exemplar-Pairs,7
2241,plea,beg,"when you make a plea for something, you beg for it.",Synonym,4
2242,plea,beg,if you are making a plea you are begging,Has-Prerequisite,5
2243,plea,beg,"when you make a plea for something, you beg for it.",Synonym,5
2244,plea,beg,he is prepared to plea his case to his wife and he is not to proud to beg.,Action,5
2245,plea,beg,"when you make a plea for something, you beg for it.",Synonym,7
2246,plea,beg,"when you make a plea for something, you beg for it.",Synonym,3
2247,plea,beg,if you are making a plea you are begging,Synonym,3
2248,plea,beg,he is prepared to plea his case to his wife and he is not to proud to beg.,Result-In,7
2249,plea,beg,he is prepared to plea his case to his wife and he is not to proud to beg.,Synonym,3
2250,pocket,back,jeans usually always have back pockets.,Common-Phrase,5
2251,pocket,back,jeans usually always have back pockets.,Common-Phrase,4
2252,pocket,back,jeans usually always have back pockets.,PartOf,1
2253,pocket,back,jeans usually always have back pockets.,Common-Phrase,2
2254,pocket,back,jeans usually always have back pockets.,Common-Phrase,7
2255,pocket,wallet,i do not forget to keep my wallet in my pocket.,Location,8
2256,pocket,wallet,i put my wallet in my pocket.,Location,8
2257,pocket,wallet,i do not forget to keep my wallet in my pocket.,Location,4
2258,pocket,wallet,i put my wallet in my pocket.,Action,5
2259,pocket,wallet,many men put their wallets in their back pockets.,Location,4
2260,pocket,wallet,many men put their wallets in their back pockets.,Location,8
2261,pocket,wallet,the man panicked when he couldn't find his wallet in his pocket,Location,8
2262,pocket,wallet,the man panicked when he couldn't find his wallet in his pocket,Action,5
2263,pocket,wallet,i do not forget to keep my wallet in my pocket.,Location,5
2264,pocket,wallet,the man panicked when he couldn't find his wallet in his pocket,Location,4
2265,pocket,wallet,i do not forget to keep my wallet in my pocket.,Location,3
2266,pocket,wallet,i put my wallet in my pocket.,Location,3
2267,pocket,wallet,the man panicked when he couldn't find his wallet in his pocket,Location,3
2268,pocket,wallet,many men put their wallets in their back pockets.,Location,3
2269,pocket,wallet,many men put their wallets in their back pockets.,Location,5
2270,poison,dangerous,poison is a dangerous substance and should be kept away from children.,HasProperty,4
2271,poison,dangerous,poison is a dangerous substance and should be kept away from children.,HasProperty,8
2272,poison,dangerous,poison is a dangerous substance and should be kept away from children.,HasProperty,5
2273,poison,dangerous,poison is a dangerous substance and should be kept away from children.,HasProperty,3
2274,politics,republicans,republicans are a top party in politics.,Category-Exemplar-Pairs,4
2275,politics,republicans,republicans are a top party in politics.,PartOf,7
2276,politics,republicans,republicans are a top party in politics.,Category-Exemplar-Pairs,5
2277,politics,republicans,republicans are a top party in politics.,PartOf,2
2278,position,job,a position with the company is also called a job.,Synonym,8
2279,position,job,a position with the company is also called a job.,Members-of-the-same-Category,6
2280,position,job,a position with the company is also called a job.,Synonym,5
2281,position,job,a position with the company is also called a job.,Synonym,3
2282,position,second,second is a position in ballet.,Thematic,10
2283,position,second,second is a position in ballet.,Thematic,9
2284,position,second,second is a position in ballet.,Thematic,4
2285,position,second,second is a position in ballet.,Thematic,2
2286,position,second,second is a position in ballet.,Category-Exemplar-Pairs,5
2287,position,third,third is a position in ballet.,Category-Exemplar-Pairs,4
2288,position,third,third is a position in ballet.,Category-Exemplar-Pairs,3
2289,position,third,third is a position in ballet.,Category-Exemplar-Pairs,5
2290,position,third,third is a position in ballet.,PartOf,7
2291,possibility,anything,possibilities mean anything can happen.,Result-In,7
2292,possibility,anything,possibilities mean anything can happen.,Thematic,6
